Region,AWS_mean,AWS_sd,gini_disp_mean,gini_disp_sd
Americas,55.447686908,8.0907559602714,37.684076433121,8.12268514996135
Asia,62.6248640562963,11.0935835364506,31.1247058823529,5.52326774648609
Europe,56.2969632261699,6.70402443122252,28.2485337243402,3.89512808434237
Oceania,55.5434913402439,4.8102612649903,30.403488372093,2.4350116643962
